schema_version,registro_id,documento_id,classificacao_id,classificacao_nome,tipo_documental_id,tipo_documental,macro_origem,caminho_relativo,pasta_pai,nome_arquivo,nome_base,extensao,mime_type,tamanho_bytes,sha256,duplicidade_grupo,duplicado_de,titulo_detectado,resumo_executivo,conteudo_central,uso_posterior,leitura_status,status_registro,status_preenchimento,fonte_pacote,data_registro,observacoes
1.0,REG-0011,DOC-C04-001,C04,Operações · Planejamento e handoff,T04,Plano e cronograma,OPERACOES,OPERACOES /Cronograma.md,OPERACOES ,Cronograma.md,Cronograma,md,text/markdown,7627,5f4d6034211858d37fad1c3c5bb2a96651ae6972b42ed103ffe16c27e8842730,,,"Cronograma de envio — 6 dias, 122 tópicos, 17 áreas","Documento classificado como plano e cronograma que define sequência, prazo, marco ou rotina de execução, com foco em Cronograma de envio — 6 dias, 122 tópicos, 17 áreas | 📅 Dia 1 — segunda, 31/08 — Áreas 8, 9, 10 (16 tópicos) | 📅 Dia 2 — terça, 01/09 — Áreas 1, 2 (29 tópicos) | 📅 Dia 3 — quarta, 02/09 — Área 11 (10 tópicos) | 📅 Dia 4 — quinta, 03/09 — Áreas 12, 13, 14, 15, 16, 17 (26 tópicos).","Cronograma de envio — 6 dias, 122 tópicos, 17 áreas | 📅 Dia 1 — segunda, 31/08 — Áreas 8, 9, 10 (16 tópicos) | 📅 Dia 2 — terça, 01/09 — Áreas 1, 2 (29 tópicos) | 📅 Dia 3 — quarta, 02/09 — Área 11 (10 tópicos) | 📅 Dia 4 — quinta, 03/09 — Áreas 12, 13, 14, 15, 16, 17 (26 tópicos)","Usar para identificar compromissos, marcos, critérios de conclusão e lacunas operacionais.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0012,DOC-C05-001,C05,Ecossistema,T05,Estratégia e arquitetura,OPERACOES,OPERACOES /Ecossistema .html,OPERACOES ,Ecossistema .html,Ecossistema ,html,text/html,347005,c49f7bcea3eac6c322b584d1bbae0ab018ae50404f0dbc2b418b25033d0dd253,,,EXECUTAR · Workbook Reader Integral,"Documento classificado como estratégia e arquitetura que define direção, estrutura conceitual ou arquitetura de atuação, com foco em EXECUTAR · Workbook Reader Integral | Workbook integral · leitura editorial | WORKBOOK INDEX / ORDEM DAS FONTES | Sas-06(1).md | Sas-07(1).md.",EXECUTAR · Workbook Reader Integral | Workbook integral · leitura editorial | WORKBOOK INDEX / ORDEM DAS FONTES | Sas-06(1).md | Sas-07(1).md,Usar como contexto classificado para o resumo executivo e o preenchimento documental posterior.,texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0013,DOC-C06-001,C06,Go-to-market,T09,Relatório e painel,OPERACOES,OPERACOES /gtm-launch-report.html,OPERACOES ,gtm-launch-report.html,gtm-launch-report,html,text/html,30330,da9e2bd6328d9eef7db23bfa27086380148780e179644302bcd2ae908a1c9fa7,,,GTM Launch Deck 07/09,"Documento classificado como relatório e painel que consolida situação, indicadores ou visão executiva, com foco em GTM Launch Deck 07/09 | Plano, Roadmap e Cronograma do lançamento de 07/09 | Plano | 1. Objetivo operacional do GTM | 2. Unidade de trabalho: Content Package.","GTM Launch Deck 07/09 | Plano, Roadmap e Cronograma do lançamento de 07/09 | Plano | 1. Objetivo operacional do GTM | 2. Unidade de trabalho: Content Package",Usar como contexto classificado para o resumo executivo e o preenchimento documental posterior.,texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0014,DOC-C04-002,C04,Operações · Planejamento e handoff,T18,Handoff e brief,OPERACOES,OPERACOES /handoffexecutar.txt,OPERACOES ,handoffexecutar.txt,handoffexecutar,txt,text/plain,17356,b1c6244ec5ec7c54c45efb9d9c89c17a36c2e0488d4a834a635997684a595c2a,,,HANDOFF — EXECUTAR (Sas-Executar/Sas-Executar),"Documento classificado como handoff e brief que transfere contexto, decisão e requisitos para execução, com foco em HANDOFF — EXECUTAR (Sas-Executar/Sas-Executar) | Gerado em: 2026-08-29 | Gerado por: sessão Claude Code anterior, a partir do estado real do repositório | (git log + GitHub API), não de resumo de memória de conversa. | Destinado a: outro agente de IA que vai continuar o trabalho..","HANDOFF — EXECUTAR (Sas-Executar/Sas-Executar) | Gerado em: 2026-08-29 | Gerado por: sessão Claude Code anterior, a partir do estado real do repositório | (git log + GitHub API), não de resumo de memória de conversa. | Destinado a: outro agente de IA que vai continuar o trabalho.","Usar para governar a ordem de leitura, autoria, dependências e critérios do preenchimento.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0015,DOC-C04-003,C04,Operações · Planejamento e handoff,T04,Plano e cronograma,OPERACOES,OPERACOES /plano-semana-a4 2.html,OPERACOES ,plano-semana-a4 2.html,plano-semana-a4 2,html,text/html,16347,11e8a5bfd57534c9ae720d45fd170203ebf39475faa525d5f1adf6cc69631bc7,DUP-002,,Centro de Comando · A4,"Documento classificado como plano e cronograma que define sequência, prazo, marco ou rotina de execução, com foco em Centro de Comando · A4 | Plano dos 7 dias..",Centro de Comando · A4 | Plano dos 7 dias.,"Usar para identificar compromissos, marcos, critérios de conclusão e lacunas operacionais.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0016,DOC-C04-004,C04,Operações · Planejamento e handoff,T04,Plano e cronograma,OPERACOES,OPERACOES /plano-semana-a4 3.html,OPERACOES ,plano-semana-a4 3.html,plano-semana-a4 3,html,text/html,16347,11e8a5bfd57534c9ae720d45fd170203ebf39475faa525d5f1adf6cc69631bc7,DUP-002,DOC-C04-003,Centro de Comando · A4,"Documento classificado como plano e cronograma que define sequência, prazo, marco ou rotina de execução, com foco em Centro de Comando · A4 | Plano dos 7 dias..",Centro de Comando · A4 | Plano dos 7 dias.,"Usar para identificar compromissos, marcos, critérios de conclusão e lacunas operacionais.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0017,DOC-C04-005,C04,Operações · Planejamento e handoff,T04,Plano e cronograma,OPERACOES,OPERACOES /plano-semana-a4.html,OPERACOES ,plano-semana-a4.html,plano-semana-a4,html,text/html,23163,b4849d7e5ac35dcbbba984de56dd466dc31a5655e7790e1fa7a858459a9f2dd9,,,Centro de Comando · A4,"Documento classificado como plano e cronograma que define sequência, prazo, marco ou rotina de execução, com foco em Centro de Comando · A4 | Plano dos 7 dias..",Centro de Comando · A4 | Plano dos 7 dias.,"Usar para identificar compromissos, marcos, critérios de conclusão e lacunas operacionais.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0018,DOC-C18-001,C18,Plano editorial · Suporte e configuração,T17,Configuração técnica,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/.obsidian/snippets/executar-editorial.css,PLANO EDITORIAL-PRODUTOS-SERVICOS/.obsidian/snippets,executar-editorial.css,executar-editorial,css,text/css,2793,6daabe245e5a98184a0b82e24b0cbeda7b39c7a7e351f5bd4f14b7d5c96f3612,DUP-006,,executar editorial,"Documento classificado como configuração técnica que configura comportamento ou linguagem visual do sistema, com foco em executar editorial | Tokens: oe-paper, oe-paper-muted, oe-ink, oe-ink-soft, oe-line, oe-line-soft, oe-orange, oe-orange….","executar editorial | Tokens: oe-paper, oe-paper-muted, oe-ink, oe-ink-soft, oe-line, oe-line-soft, oe-orange, oe-orange…","Usar como referência de identidade e implementação visual, sem tratá-lo como evidência textual principal.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0019,DOC-C18-002,C18,Plano editorial · Suporte e configuração,T03,Orientação e README,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-ABRA-AQUI.md,PLANO EDITORIAL-PRODUTOS-SERVICOS,00-ABRA-AQUI.md,00-ABRA-AQUI,md,text/markdown,1005,c74b5e487a7f8fb0c0487d4e0f93dc6e06e869ac93f15a572eec404d8cae77f7,,,Lançamento Executar · 07/09/2026,"Documento classificado como orientação e readme que orienta navegação, uso e interpretação da estrutura, com foco em Lançamento Executar · 07/09/2026 | Agora | Sequência do lançamento | Regra de passagem | Estrutura de apoio.",Lançamento Executar · 07/09/2026 | Agora | Sequência do lançamento | Regra de passagem | Estrutura de apoio,"Usar para governar a ordem de leitura, autoria, dependências e critérios do preenchimento.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0020,DOC-C08-001,C08,Plano editorial · Central,T03,Orientação e README,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/00-MERGULHE-AQUI.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,00-MERGULHE-AQUI.md,00-MERGULHE-AQUI,md,text/markdown,826,793544c37734110a810b39506b19d6c83a2e8b9afccba37bd46b9a3600988838,,,Central · Mergulhe aqui,"Documento classificado como orientação e readme que orienta navegação, uso e interpretação da estrutura, com foco em Central · Mergulhe aqui | Notas | Ligação direta.",Central · Mergulhe aqui | Notas | Ligação direta,"Usar para governar a ordem de leitura, autoria, dependências e critérios do preenchimento.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0021,DOC-C08-002,C08,Plano editorial · Central,T01,Controle e governança,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/00-PAINEL-GERAL.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,00-PAINEL-GERAL.md,00-PAINEL-GERAL,md,text/markdown,1002,1e119273222a17ed39b6c3b37369d0a3ed42a509ee663aa76d8a3220b42a99d7,,,Painel geral,"Documento classificado como controle e governança que estabelece controle, decisão, responsabilidade ou acompanhamento, com foco em Painel geral | Próxima ação.",Painel geral | Próxima ação,"Usar para governar a ordem de leitura, autoria, dependências e critérios do preenchimento.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0022,DOC-C08-003,C08,Plano editorial · Central,T04,Plano e cronograma,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/01-MAPA-DE-DEPENDENCIAS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,01-MAPA-DE-DEPENDENCIAS.md,01-MAPA-DE-DEPENDENCIAS,md,text/markdown,1052,61f553bb24e48265dd4ddc9208973033ca3b6bd1eb5ea43a8f6f154097b8713c,,,Mapa de dependências,"Documento classificado como plano e cronograma que define sequência, prazo, marco ou rotina de execução, com foco em Mapa de dependências | Cadeia principal | Dependências críticas.",Mapa de dependências | Cadeia principal | Dependências críticas,"Usar para identificar compromissos, marcos, critérios de conclusão e lacunas operacionais.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0023,DOC-C08-004,C08,Plano editorial · Central,T01,Controle e governança,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/02-REGISTRO-DE-CHAMADAS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,02-REGISTRO-DE-CHAMADAS.md,02-REGISTRO-DE-CHAMADAS,md,text/markdown,1051,088bdf2e44d83dccff946de4b0cf297028f8261c1c7f8b6b6c62f4864503eff9,,,Registro de chamadas para ação,"Documento classificado como controle e governança que estabelece controle, decisão, responsabilidade ou acompanhamento, com foco em Registro de chamadas para ação.",Registro de chamadas para ação,"Usar para governar a ordem de leitura, autoria, dependências e critérios do preenchimento.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0024,DOC-C08-005,C08,Plano editorial · Central,T01,Controle e governança,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/03-REGISTRO-DE-MATERIAIS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,03-REGISTRO-DE-MATERIAIS.md,03-REGISTRO-DE-MATERIAIS,md,text/markdown,825,b700906677a4a38abb70d1811b6c5d5b0f62cae15d5bd51268812b135b480edd,,,Registro de materiais,"Documento classificado como controle e governança que estabelece controle, decisão, responsabilidade ou acompanhamento, com foco em Registro de materiais | Regra de reutilização.",Registro de materiais | Regra de reutilização,"Usar para governar a ordem de leitura, autoria, dependências e critérios do preenchimento.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0025,DOC-C08-006,C08,Plano editorial · Central,T01,Controle e governança,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/04-REGISTRO-DE-ROTAS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,04-REGISTRO-DE-ROTAS.md,04-REGISTRO-DE-ROTAS,md,text/markdown,729,c0a1a923340a8026e2403940ae3d9be2660b9a3963f7bca67e5ed0845e25ccd9,,,Registro de rotas e destinos,"Documento classificado como controle e governança que estabelece controle, decisão, responsabilidade ou acompanhamento, com foco em Registro de rotas e destinos.",Registro de rotas e destinos,"Usar para governar a ordem de leitura, autoria, dependências e critérios do preenchimento.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0026,DOC-C08-007,C08,Plano editorial · Central,T04,Plano e cronograma,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/05-CRITERIOS-DE-LANCAMENTO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,05-CRITERIOS-DE-LANCAMENTO.md,05-CRITERIOS-DE-LANCAMENTO,md,text/markdown,674,21a6199b2c01b79a9c8aa4b6b373149fb2527427efecadd3ee915a1948f99c18,,,Critérios de lançamento,"Documento classificado como plano e cronograma que define sequência, prazo, marco ou rotina de execução, com foco em Critérios de lançamento | 05/09 · congelamento | 06/09 | 07/09.",Critérios de lançamento | 05/09 · congelamento | 06/09 | 07/09,"Usar para identificar compromissos, marcos, critérios de conclusão e lacunas operacionais.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0027,DOC-C08-008,C08,Plano editorial · Central,T04,Plano e cronograma,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/06-SOMATORIO-DE-CAPACIDADE.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,06-SOMATORIO-DE-CAPACIDADE.md,06-SOMATORIO-DE-CAPACIDADE,md,text/markdown,602,dec523b178b59a63b828994a3b6c1846e89147ccabb05fa2d42058aa42b01d95,,,Somatório de capacidade,"Documento classificado como plano e cronograma que define sequência, prazo, marco ou rotina de execução, com foco em Somatório de capacidade | Uso da reserva.",Somatório de capacidade | Uso da reserva,"Usar para identificar compromissos, marcos, critérios de conclusão e lacunas operacionais.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
1.0,REG-0028,DOC-C08-009,C08,Plano editorial · Central,T02,Índice e inventário,PLANO EDITORIAL-PRODUTOS-SERVICOS,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/07-INVENTARIO-DO-PACOTE.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL,07-INVENTARIO-DO-PACOTE.md,07-INVENTARIO-DO-PACOTE,md,text/markdown,411,f7c312bb7c8fd1f958b618dc739b6cd7abcf7db59793612a35c83bfd8c28a87a,,,Inventário do pacote,"Documento classificado como índice e inventário que organiza e localiza componentes do acervo, com foco em Inventário do pacote | Estrutura.",Inventário do pacote | Estrutura,"Usar para governar a ordem de leitura, autoria, dependências e critérios do preenchimento.",texto_extraido,catalogado,nao_iniciado,DOCUMENTOS 2.zip,2026-08-31,
