documento_id,classificacao_id,nome_arquivo,caminho_relativo,sha256,tipo_documental,vezes_citado,evidencia_ids
DOC-C02-030,C02,RISCO_COGNITIVO_CORRELATED_TERMS.csv,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_RESEARCH_BRAND_PACK/01_RESEARCH/RISCO_COGNITIVO_CORRELATED_TERMS.csv,4131c747320ac4768c7e49f7889719b526fd5b4f43ab35a1c35695cca011f2cf,Evidência e pesquisa,4,EV-62b0a91ffc;EV-f2e17c4f17;EV-d59b36932e;EV-97325e52ae
DOC-C02-031,C02,RISCO_COGNITIVO_RESEARCH_MAP.txt,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_RESEARCH_BRAND_PACK/01_RESEARCH/RISCO_COGNITIVO_RESEARCH_MAP.txt,9265000e16f6ff17b6ffa5737594726aca60fb8b03ec27468e00ed9b3f14cf7a,Evidência e pesquisa,9,EV-749ccd2b35;EV-10399ea92d;EV-08608d69a6;EV-720717128e;EV-10f3be20cf;EV-f18f0eaaa0;EV-24b7517dc6;EV-8c1c53ed40;EV-9f94e7646a
DOC-C02-032,C02,RISCO_COGNITIVO_RESEARCH_SOURCES.csv,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/RISCO_COGNITIVO_RESEARCH_BRAND_PACK/01_RESEARCH/RISCO_COGNITIVO_RESEARCH_SOURCES.csv,1cdb33d85b4aef1da36a7b600e94a0213da805042d0a60e5817a1e2598e1c32d,Evidência e pesquisa,4,EV-eb5f8c5c02;EV-421441a4cc;EV-d0366af881;EV-38c24075df
DOC-C02-039,C02,risco-cognitivo-bmc-gantt.html,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/risco-cognitivo-bmc-gantt.html,e95554bde9790143ccf28364b9cc91661c01144380783c2549dd52be90fc743c,Plano e cronograma,9,EV-cc28969ecd;EV-2449eee931;EV-f15ec5403c;EV-14ec04afe1;EV-2fb9bffce3;EV-e468f3d947;EV-c33a843c3c;EV-e409d1cbdb;EV-8ee7ae54c3
DOC-C02-042,C02,texto 2.txt,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/texto 2.txt,240f5500e8a4372ae803e799f064728bb5e80d2154e07214cc2e069279e5df32,Conteúdo editorial,9,EV-6016f7338c;EV-ad4e7387df;EV-d8c044acb0;EV-d75bc10167;EV-d2059102c2;EV-748741d195;EV-2bbc86af26;EV-c26f6d2b2a;EV-04336eeb0f
DOC-C02-043,C02,texto.txt,RISCO-CONITIVO/RISCO-COGNITIVO  Fundacap /Riscognitivo/texto.txt,2344c0f06fc56962c292bf6643ab14267519009adb4121370c5b7f720230a76d,Conteúdo editorial,21,EV-dd70afc2df;EV-8d9f1d63d9;EV-d9d6da8b2f;EV-a8bd8f974c;EV-5fa55df3da;EV-a638439f74;EV-23a135a628;EV-2f8b652981;EV-fef42c5f96;EV-98c1a61ace;EV-15e9b8731f;EV-2572957474;EV-5d88a12b02;EV-019129319f;EV-c870c66d0d;EV-4b2c24d932;EV-a540974e61;EV-e899fa4e17;EV-1d0f1179a1;EV-36e07d8c0c
DOC-C03-002,C03,text 3.txt,RISCO-CONITIVO/Estrategiua de porcioanamento e Blog /text 3.txt,f6f6ae5add8ab3196e72c6184b97d1aebc53e7c7ba832342dedd9f77847781fb,Estratégia e arquitetura,5,EV-9b7ecf34fe;EV-f1e60874a0;EV-45330ecda4;EV-a747d7ec01;EV-2dc7d3b260
DOC-C04-001,C04,Cronograma.md,OPERACOES /Cronograma.md,5f4d6034211858d37fad1c3c5bb2a96651ae6972b42ed103ffe16c27e8842730,Plano e cronograma,2,EV-4388c440b5;EV-88ff43e7f4
DOC-C04-002,C04,handoffexecutar.txt,OPERACOES /handoffexecutar.txt,b1c6244ec5ec7c54c45efb9d9c89c17a36c2e0488d4a834a635997684a595c2a,Handoff e brief,12,EV-38bafbf9a7;EV-a86662934e;EV-5858ae5fb6;EV-fb4986141a;EV-90e61f9516;EV-e59c8a6fce;EV-c95501bc83;EV-3759125879;EV-d573925ff2;EV-231428ed18;EV-e510ba9d9e;EV-5af3c091e5
DOC-C05-001,C05,Ecossistema .html,OPERACOES /Ecossistema .html,c49f7bcea3eac6c322b584d1bbae0ab018ae50404f0dbc2b418b25033d0dd253,Estratégia e arquitetura,40,EV-250516ec85;EV-da0f0726d3;EV-1d3f4394a1;EV-0b4ad3178b;EV-fa58258692;EV-196c7ae12c;EV-14af80201c;EV-9ee0b05eb2;EV-cb15d7a220;EV-fec0506765;EV-c70275c9f9;EV-de3224b8bf;EV-d0ad9b5e2a;EV-efff68c9b2;EV-2ca564a394;EV-d70e1bd11c;EV-d0fa7a0807;EV-8ab799a010;EV-80b79b44e8;EV-92dc7c6e64
DOC-C06-001,C06,gtm-launch-report.html,OPERACOES /gtm-launch-report.html,da9e2bd6328d9eef7db23bfa27086380148780e179644302bcd2ae908a1c9fa7,Relatório e painel,17,EV-979463fb2a;EV-d03309a5b5;EV-3536ce0711;EV-ac7a297f76;EV-2073856973;EV-0010842246;EV-3f54b23418;EV-c8cc18ef55;EV-13bd4aee96;EV-c28d5ae320;EV-080e75680a;EV-a569044d3a;EV-a7b2b7275e;EV-b26fb246a2;EV-d0b466d8e6;EV-22f1027de2;EV-7f3fee2188
DOC-C07-002,C07,MATRIZ_GESTAO_PROJETOS_X_TDAH_ONE_PAGE_PAISAGEM.html,DADOS E EVIDENCIAS /MATRIZ_GESTAO_PROJETOS_X_TDAH_ONE_PAGE_PAISAGEM.html,351a25806207ca6cc1ae5b6aaea7868f5c464949de3faa14517fd9c9656dd92c,Evidência e pesquisa,8,EV-10862bbb8e;EV-78ee30f291;EV-249fbf131a;EV-7073f874fd;EV-ced0c464e7;EV-0a1f459ca2;EV-af6a17531b;EV-aba360284f
DOC-C07-003,C07,MATRIZ_GESTAO_PROJETOS_X_TDAH_EXTRAIDA.csv,DADOS E EVIDENCIAS /MATRIZ_GESTAO_TDAH_PACOTE/MATRIZ_GESTAO_PROJETOS_X_TDAH_EXTRAIDA.csv,673b29d38db687f118967269b4e302b2a8ef1c0405dafa6e91bbf2a946b2bb9c,Evidência e pesquisa,9,EV-5f92fe6be1;EV-a0b2341696;EV-89c4702cf4;EV-e50299cb37;EV-6e53134824;EV-43daa92f20;EV-9001b91f63;EV-df1278a725;EV-c0787f2e62
DOC-C07-004,C07,MATRIZ_GESTAO_PROJETOS_X_TDAH_ONE_PAGE.xlsx,DADOS E EVIDENCIAS /MATRIZ_GESTAO_TDAH_PACOTE/MATRIZ_GESTAO_PROJETOS_X_TDAH_ONE_PAGE.xlsx,23da316fefcce43baf9aaf78e89fde56d8d672a4439fe25676fc5101d7551ee9,Evidência e pesquisa,2,EV-7f770343a6;EV-0cebb16389
DOC-C07-005,C07,SCHEMA_MATRIZ_GESTAO_TDAH_V1.csv,DADOS E EVIDENCIAS /MATRIZ_GESTAO_TDAH_PACOTE/SCHEMA_MATRIZ_GESTAO_TDAH_V1.csv,ddcad0fab15742a2c220ff149c248fd5fc8c749e02dc64cddf2c0cf86b67f086,Schema e contrato,1,EV-4b12f9be3c
DOC-C07-006,C07,SCHEMA_MATRIZ_GESTAO_TDAH_V1.yaml,DADOS E EVIDENCIAS /MATRIZ_GESTAO_TDAH_PACOTE/SCHEMA_MATRIZ_GESTAO_TDAH_V1.yaml,f67a8618855fdd6f3a7f98c91d73008f2f3a7d9ac5a6b474db201e7131b21a67,Schema e contrato,1,EV-f9057c15b6
DOC-C07-007,C07,base_evidencias_tdah_adulto_WAREHOUSE.json,DADOS E EVIDENCIAS /base_evidencias_tdah_adulto_WAREHOUSE.json,b1aedb13dff7e58689ecd98e87b9f476396fc4b30f9c77cfd16fc62d616be33c,Evidência e pesquisa,34,EV-8d2050fb5e;EV-4c1c55f994;EV-c792ffec35;EV-e780a534e8;EV-d99554820c;EV-974ffd01d2;EV-0a0039d60e;EV-7233490e0b;EV-ab353a2db6;EV-6671e65302;EV-68aeeb3ea3;EV-92a63464ce;EV-86ae19663e;EV-e9e55e049f;EV-0f30595ebe;EV-37796564cf;EV-092352dcac;EV-46ad69ab22;EV-f936de516a;EV-6185cc13e0
DOC-C07-009,C07,dashboard_sintese_tdah_694_V3_FINAL_LIGHT__REC-001102.html,DADOS E EVIDENCIAS /dashboard_sintese_tdah_694_V3_FINAL_LIGHT__REC-001102.html,c03c2fb217ddd13714a59dfa828ac26018429e68376c1d4d9b0f438c2f2005ee,Evidência e pesquisa,70,EV-8a4ad69b20;EV-495a2f033b;EV-de94db3e25;EV-f04a701f8e;EV-a783716a71;EV-147350e17f;EV-69bae07eb4;EV-87801cbac4;EV-a7dc14799c;EV-72c143ec66;EV-3592d812ea;EV-67a3af8ecf;EV-e1db2e9480;EV-578a51b04f;EV-e71133e1d2;EV-f9c8a9941a;EV-f03dacaee5;EV-7963dd8841;EV-92b190f032;EV-21f82d1f24
DOC-C07-010,C07,✅ ADM-26-21-08.docx,DADOS E EVIDENCIAS /✅ ADM-26-21-08.docx,28b0c00a8242eb0a07db9607e85f37297a4e55e880f71683cc3a1e29a078df89,Evidência e pesquisa,4,EV-7ed21435c5;EV-02ec681279;EV-91303e3caa;EV-ecc4ee9e47
DOC-C08-003,C08,01-MAPA-DE-DEPENDENCIAS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/01-MAPA-DE-DEPENDENCIAS.md,61f553bb24e48265dd4ddc9208973033ca3b6bd1eb5ea43a8f6f154097b8713c,Plano e cronograma,3,EV-33b2bb10a2;EV-77d4033b5f;EV-2180d1aaa1
DOC-C08-004,C08,02-REGISTRO-DE-CHAMADAS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/02-REGISTRO-DE-CHAMADAS.md,088bdf2e44d83dccff946de4b0cf297028f8261c1c7f8b6b6c62f4864503eff9,Controle e governança,1,EV-4f3964859e
DOC-C08-006,C08,04-REGISTRO-DE-ROTAS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/04-REGISTRO-DE-ROTAS.md,c0a1a923340a8026e2403940ae3d9be2660b9a3963f7bca67e5ed0845e25ccd9,Controle e governança,1,EV-dc539433d6
DOC-C08-007,C08,05-CRITERIOS-DE-LANCAMENTO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/05-CRITERIOS-DE-LANCAMENTO.md,21a6199b2c01b79a9c8aa4b6b373149fb2527427efecadd3ee915a1948f99c18,Plano e cronograma,4,EV-860b31dbd4;EV-d1a2a1a844;EV-dc28028810;EV-5db78f5a7e
DOC-C08-011,C08,09-FILA-UNICA-DO-LANCAMENTO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-CENTRAL/09-FILA-UNICA-DO-LANCAMENTO.md,345f9f37cfe8d7634768b0ddf9f03de373d2d8354ed2d1d70cff59d612671e1f,Controle e governança,3,EV-d2c5e2cdb1;EV-ceeb3f47e4;EV-407ec820ca
DOC-C09-004,C09,01-APLICATIVO-VISAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/01-OFERTAS/01-APLICATIVO/01-APLICATIVO-VISAO.md,cd2b6592e4c7001ccc5bc789b6c423fecca8be5878915037b96151c8ba639cdb,Plano e cronograma,3,EV-7915b60b07;EV-d2871aa446;EV-e8e053720b
DOC-C09-006,C09,02-SERVICOS-VISAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/01-OFERTAS/02-SERVICOS/02-SERVICOS-VISAO.md,c2d9f381489aa59d4597302d6de4d6a040965b701f905da27729bf50e162356d,Plano e cronograma,13,EV-88dd0fd57f;EV-91d8be5d6d;EV-60c5a05cef;EV-16f014f042;EV-e9510ae33c;EV-90685292ab;EV-b71017d8a6;EV-cb8ef196c8;EV-bf679e82c3;EV-7e6de412ca;EV-bb044b1679;EV-af44395105;EV-31c98998b7
DOC-C09-008,C09,03-PRODUTOS-VISAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/01-OFERTAS/03-PRODUTOS-FISICOS/03-PRODUTOS-VISAO.md,819ac22416fb0ff89625ba23fd642b8667174ce3d6b851f4584a22705addd5fa,Plano e cronograma,4,EV-0149c993ce;EV-13b6cef14c;EV-d4f443008f;EV-e3ca04681a
DOC-C09-011,C09,04-LIVROS-DIGITAIS-VISAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/01-OFERTAS/04-INFOPRODUTOS/01-LIVROS-DIGITAIS/04-LIVROS-DIGITAIS-VISAO.md,eb44b7fe23b67a01821cb6acf6e574aefb85c7e9cee69c39b265141d66b00800,Plano e cronograma,1,EV-4c17233582
DOC-C09-013,C09,04-CURSO-VISAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/01-OFERTAS/04-INFOPRODUTOS/02-CURSO/04-CURSO-VISAO.md,07bc92cc2a6679613b3b209727ca22aeabf63cef0854e9e2a8a608d1ca6400f6,Plano e cronograma,2,EV-ab51995a06;EV-c0794141d5
DOC-C09-015,C09,04-HOTMART-CADASTRO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/01-OFERTAS/04-INFOPRODUTOS/03-HOTMART/04-HOTMART-CADASTRO.md,f6e83ae7cb358d5e68d61f7baab27f598b5a41c2acde2b47a6b9f06cfc94d146,Plano e cronograma,1,EV-9c74079781
DOC-C09-016,C09,04-INFOPRODUTOS-VISAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/01-OFERTAS/04-INFOPRODUTOS/04-INFOPRODUTOS-VISAO.md,61822f0155470b6cc91922a27725bdf9b0409d0cfc5beef605d95de7df363a9e,Plano e cronograma,1,EV-6f77451405
DOC-C09-018,C09,05-AFILIADOS-VISAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/01-OFERTAS/05-AFILIADOS/05-AFILIADOS-VISAO.md,db7c1bef9c4d29d4a2f72b0194de5c628d41040659b9f1f6ff31048289934369,Plano e cronograma,1,EV-9c3ea7fdcc
DOC-C10-003,C10,01-ARQUITETURA-EDITORIAL.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/01-ARQUITETURA-EDITORIAL.md,d4ecc849fe896189b221233a08f009576dbe10c1388ad145cc2b4f7513dba6c3,Plano e cronograma,2,EV-02406974f9;EV-1b1bf631f2
DOC-C10-008,C10,04-CHAMADA-E-BRINDE.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/01-PECA-001/04-CHAMADA-E-BRINDE.md,1299fddbf6a2512ccb678f6fe71ec554cb84da83717c9e3b78dd26edef449cb5,Plano e cronograma,1,EV-45fe8f3a61
DOC-C10-010,C10,06-EVIDENCIA-DE-CONCLUSAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/01-PECA-001/06-EVIDENCIA-DE-CONCLUSAO.md,f05c37f13e1c43615608706b9d0ec8bfcc2b6ae594a85a337da7081d98f1828f,Plano e cronograma,1,EV-ce0961acc6
DOC-C10-011,C10,PECA-001-TDAH-GESTAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/01-PECA-001/PECA-001-TDAH-GESTAO.md,ba8c7a1671840f9ecf68272e116a439a3c5ddd73e9d76da70f292909feba9ad1,Plano e cronograma,3,EV-5b6360a71b;EV-3f55710594;EV-2f5d0fb2cb
DOC-C10-018,C10,06-EVIDENCIA-DE-CONCLUSAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/02-PECA-002/06-EVIDENCIA-DE-CONCLUSAO.md,12395308e58fa588be25d751e64a2cad30ae9591eb49b49a7ad35ab76d6a4a7a,Plano e cronograma,1,EV-062c444fbe
DOC-C10-019,C10,PECA-002-TDAH-GESTAO-DE-RISCOS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/02-PECA-002/PECA-002-TDAH-GESTAO-DE-RISCOS.md,2b9ca0b1c3212def92229643f3e1ee1d35a3fa85180a6297b0909c9295b52943,Plano e cronograma,2,EV-37730bf8f6;EV-c2fa6c5212
DOC-C10-026,C10,06-EVIDENCIA-DE-CONCLUSAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/03-PECA-003/06-EVIDENCIA-DE-CONCLUSAO.md,be7737eb79ce1034b5fd0747cd84ede40c0f6941c8fa8e50f16a06b7abf5c7b0,Plano e cronograma,1,EV-adc544ff6f
DOC-C10-027,C10,PECA-003-FUNCOES-EXECUTIVAS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/03-PECA-003/PECA-003-FUNCOES-EXECUTIVAS.md,0f2cf0e311d2e7ac25f78eac829587dbef7fa02aa0579a1e4f50ef1e47ea38a5,Plano e cronograma,1,EV-85b7b120cd
DOC-C10-029,C10,BRINDE-001-MATERIAL-CANONICO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/02-EDITORIAL/04-BRINDE-CANONICO/BRINDE-001-MATERIAL-CANONICO.md,e322d46a7dec1328efc171e19b0ecf9002aeb050061637fbcbe03a53147b6c6a,Plano e cronograma,2,EV-8cc4e13706;EV-53b4f2da20
DOC-C11-004,C11,01-DEMONSTRACAO-APLICATIVO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/03-DEMONSTRACOES/01-APLICATIVO/01-DEMONSTRACAO-APLICATIVO.md,6ebde703038677848dbe5fc824c4255d4c719ac594b49e7a42a8e5929b00919e,Plano e cronograma,4,EV-da3695efcf;EV-69783f0132;EV-074b79d436;EV-8fb6a96218
DOC-C11-006,C11,02-DEMO-AGENTE-007.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/03-DEMONSTRACOES/02-AGENTE-007/02-DEMO-AGENTE-007.md,62de028fbd9ed284adc70151471006b7518f79d2ff4e0a3061854c4647e3747b,Plano e cronograma,3,EV-019695f880;EV-03ba0567a3;EV-1ec4696947
DOC-C11-008,C11,03-DEMO-MAPA-OS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/03-DEMONSTRACOES/03-MAPA-OS/03-DEMO-MAPA-OS.md,f65a202ec2c0ea159d8b81bf42244db675101df146dbd591bd885785293e87c0,Plano e cronograma,3,EV-fd84818fcf;EV-892b3117a0;EV-ab92d689e0
DOC-C11-010,C11,04-DEMONSTRACAO-ESTUDIO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/03-DEMONSTRACOES/04-ESTUDIO/04-DEMONSTRACAO-ESTUDIO.md,3dd9eeb9411861b6b9f8856daf52284550a73295ae053bc16621f78453d5cf0d,Plano e cronograma,5,EV-4cb3eb5285;EV-b504e2abae;EV-57984358a4;EV-a2cdbcfeaf;EV-987e669bd8
DOC-C12-003,C12,FORM-001-ESTUDIO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/FORM-001-ESTUDIO.md,38b1da36e2c379d2e70580e4076f43ae04a186668d8b85ae52a4f45fd482d640,Plano e cronograma,5,EV-8c6359a9c2;EV-02a6d5f9b4;EV-d5bbf13997;EV-1e85c9a7c3;EV-29c0b78433
DOC-C12-004,C12,FORM-002-CAPTACAO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/FORM-002-CAPTACAO.md,7e1c03648894012428a3dd370a5cdeba4827230bea0fde5ad23a28d8d6b6d0ca,Plano e cronograma,2,EV-2d5ab1dac0;EV-d63f04a27f
DOC-C12-005,C12,PAG-001-INICIAL.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/PAG-001-INICIAL.md,0c0996a9ca1463859b4bcf905721abff8e7dc6d18d9d7ffd7d6588abaf4489f6,Plano e cronograma,1,EV-8b01db0a58
DOC-C12-006,C12,PAG-002-SERVICOS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/PAG-002-SERVICOS.md,3a235c93e42e843e7f8ca2516ae9db3659ad9afbdcbb5ae43385e5e23d795699,Plano e cronograma,4,EV-c66fae360e;EV-8e9876e0e5;EV-302dc04f3d;EV-412bf8176f
DOC-C12-007,C12,PAG-003-ESTUDIO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/04-PAGINAS-E-FORMULARIOS/PAG-003-ESTUDIO.md,de464ab9768330efaec5f609c46a8d4c0d799a911c5c04cdcd7c5bb0e52b7326,Plano e cronograma,3,EV-62175cb4c1;EV-f662165e11;EV-92e37274c7
DOC-C14-007,C14,PUB-005-AGENDA-MESTRA.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/06-PUBLICACAO-E-AGENDA/PUB-005-AGENDA-MESTRA.md,d170bcdfbefceee0312fd65c89bf201988ea41a74f6fac0715473543b9bbb5db,Plano e cronograma,2,EV-c767121944;EV-3a7747f3cd
DOC-C15-021,C15,D14-07-09-LANCAMENTO.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/07-CALENDARIO/03-FECHAMENTO-06-07/D14-07-09-LANCAMENTO.md,61205522e26c78536103900421bf21433ab516ade10fb0f7bdaf62c492e70960,Plano e cronograma,1,EV-babf7a9d21
DOC-C16-003,C16,MED-001-LIGACOES-E-FORMULARIOS.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/08-MEDICAO-E-EVIDENCIAS/MED-001-LIGACOES-E-FORMULARIOS.md,07787aa97bb78e32ac6f4468b36afd3c8a634612b39b10dd3af74757b330bc88,Plano e cronograma,3,EV-5784755cf8;EV-750f6947f2;EV-4b0e0bbbd7
DOC-C16-006,C16,MED-004-LANCAMENTO-07-09.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/08-MEDICAO-E-EVIDENCIAS/MED-004-LANCAMENTO-07-09.md,6e05cf1bfb02511ac2d27b533b0ce1c5305cfd98258e040b6edc5b683fd17991,Plano e cronograma,1,EV-7d2b3e236a
DOC-C18-002,C18,00-ABRA-AQUI.md,PLANO EDITORIAL-PRODUTOS-SERVICOS/00-ABRA-AQUI.md,c74b5e487a7f8fb0c0487d4e0f93dc6e06e869ac93f15a572eec404d8cae77f7,Orientação e README,1,EV-a501212a76
