area_id,area,field_id,title,origem,status,valor,tipo_informacao,confianca,eco_unit,documento_ids,evidencia,lacuna,proxima_acao
1,NEGÓCIO & GTM,1.11,Teto de gasto de infraestrutura,formulario_original,lacuna,,fato_interno,alta,"ECO-01 (e ECO-02, site/CMS)","['DOC-C04-002', 'DOC-C02-017', 'DOC-C07-009']","A infraestrutura está nomeada em vários documentos — DOC-C04-002 cita monorepo com bun, apps/app em Next.js, apps/mobile em Expo 57, Clerk, Sentry, Vercel Preview, “AWS/Aurora” e app local-first via localStorage; DOC-C02-017 cita “Vercel Payload Website Starter + Next.js + Payload CMS + PostgreSQL/Neon + Vercel Blob”, mais “Vercel Web Analytics + Speed Insights”. Nenhum desses documentos, nem DOC-C07-009, declara valor monetário de gasto de infraestrutura ou teto. Busca por “teto de gasto”, “custo de infra”, “orçamento de infra”, “free tier” e “plano gratuito” em todo o corpus não retorna ocorrências.","Falta o teto de gasto: nenhum documento traz fatura, plano contratado (Hobby/Pro), limite de billing ou alerta de custo de qualquer fornecedor. O dado estaria nos consoles/faturas de Vercel, Neon, Clerk e Sentry, ou num documento de orçamento de infraestrutura.",Exportar o custo mensal atual de cada fornecedor e definir um teto explícito com alerta de billing antes do lançamento de 07/09.
1,NEGÓCIO & GTM,1.12,Gatilhos de upgrade de infra,formulario_original,lacuna,,fato_interno,media,ECO-01,"['DOC-C04-002', 'DOC-C07-009']","Não há gatilho de upgrade de infraestrutura em nenhum documento lido. O único enunciado adjacente é uma decisão de sequenciamento arquitetural, não um gatilho de escala: DOC-C04-002 registra “Integrar o núcleo ao Vercel AI SDK, MCP authority, Clerk e UnitOfWork local antes de Aurora” e “App é local-first: EstadoOperacional hidrata de localStorage via chaveOrganizacao + restaurarEstado, sincroniza com servidor só opcionalmente (remotePersistenceAvailable)”. DOC-C07-009 prevê coletar variable_ai_cost, mas não define limiar de disparo.","Falta o gatilho: não existe métrica-limiar (usuários ativos, requisições, GB de banco, custo mensal, p95 de latência) associada a uma ação de upgrade. O dado estaria num runbook de capacidade/escalabilidade ou num ADR de infraestrutura.","Definir dois ou três limiares objetivos (custo mensal, conexões de banco, p95) que disparem a migração de local-first para persistência remota/Aurora, e registrá-los como ADR."
1,NEGÓCIO & GTM,1.13,Análise competitiva,enriquecido_via_plugin,preenchido,"Há análise competitiva em três frentes, todas com preços e fontes registrados. (a) ECO-05 Infoprodutos — benchmark de e-books: ofertas de TDAH observadas a R$19,90, R$27, R$29,90 e R$37,90, e um e-book comercial da Artmed de Barkley a R$97,28; faixas de posicionamento recomendadas de R$19,90–29,90 (PDF simples) até R$99–129 (bundle de 3 e-books). Benchmark de cursos: curso introdutório 12h/16 aulas a R$89,90; curso neurodivergência/trabalho 15+ aulas a R$97; escola ampla com 200+ aulas a R$197; programa Ana Beatriz a ~R$196; programa guiado de 7 encontros a R$197; programa premium “TDAH 2.0” (90 dias, 75 aulas, app/IA) a R$1.997. (b) ECO-07 Estúdio — benchmark de consultoria: CCN a R$300/h com implantação conduzida; Produtive.Me a R$2.500 por sprint de mapeamento de 15 dias e R$4.000 por 30 dias, sem implementação; benchmark de Work OS usado para decidir vender “transformação operacional”, não “consultoria de Notion”. (c) ECO-03 Framework — prior art: ICF/CIF e WHODAS 2.0 da OMS, Roadmap to Self-Empowerment for Autistic Adults, My Sensory Experiences Tool, ICF Core Sets para autismo e TDAH, “cognitive risk” já existente em ERM, publicação da APM de 26/08/2026 e pesquisa da APM sobre neurodiversidade em project management. Guardrail explícito: “‘Não encontramos’ não significa ‘não existe’.”",evidencia_externa,alta,"TRANSVERSAL — forte em ECO-05, ECO-07 e ECO-03; fraco em ECO-01","['DOC-C05-001', 'DOC-C01-005', 'DOC-C02-031', 'DOC-C02-022', 'DOC-C07-009']","DOC-C05-001 (Benchmark — e-books): “Há ofertas de TDAH por R$ 19,90, R$ 27, R$ 29,90 e R$ 37,90; um e-book comercial da Artmed de Barkley, muito mais extenso e editorialmente tradicional, está em R$ 97,28.” (Benchmark — curso): tabela com seis ofertas de R$89,90 a R$1.997. (Serviços): “a CCN mantém consultoria a R$300/h […]; a Produtive.Me cobra R$2.500 por um sprint de mapeamento de 15 dias e R$4.000 por 30 dias, sem implementação.” | DOC-C01-005: “O framework mais próximo, em termos de estrutura geral, é a ICF/CIF da OMS”; “Há também o WHODAS 2.0, da OMS”. | DOC-C02-031 (item 4, GUARDRAIL): “‘Não encontramos’ não significa ‘não existe’.” | DOC-C02-022 (RC-014): “A APM publicou em 26/08/2026 conteúdo dizendo que projetos também podem falhar cognitivamente.” | DOC-C07-009 (themes_qt): tema “Benchmark de apps concorrentes” com apenas 3 registros.","A análise competitiva do ECO-01 é a mais fraca: apps concorrentes (Notion, ClickUp, Trello, Todoist e similares) aparecem apenas como ferramentas que o cliente já usa, sem comparativo de features, preço ou posicionamento — e a base de evidências tem só 3 registros no tema “Benchmark de apps concorrentes”.","Produzir um comparativo direto de apps concorrentes com preço, modelo de assinatura e tratamento de “próxima ação”, para sustentar o posicionamento de PRICE-01."
1,NEGÓCIO & GTM,1.14,Dados e warehouse,enriquecido_via_plugin,preenchido,"Existe arquitetura de dados documentada em cinco camadas. (a) Base de evidências: base_evidencias_tdah_adulto_WAREHOUSE.json, que encapsula um CSV — file_name base_evidencias_tdah_adulto_WAREHOUSE.csv, sha256 57f2a101…cffdbf, 129.719 bytes, 30 colunas, 240 registros. (b) Canônico e schema: “Google Drive / Supabase-2026-TDHA”, schema_version “DATA-SCHEMA-002 / base 1.1”; estado atual com 31 sources, 248 RAW, 116 knowledge, 161 evidence candidates, 0 strict VERIFIED, 240 evidências legadas, 694 perguntas de framework e 22 decisões operacionais. Gate factual definido: “record_status=VERIFIED · classe A/B/C · source_verified · extraction_verified · context_verified · proveniência · numeric_verified para measurement”. (c) Schema de domínio: SCHEMA_MATRIZ_GESTAO_TDAH_V1 (CSV + YAML), 18 campos, origem DATA-ADHD-PM-001/DRIVE-PROD-002, estado documental “existente + registrado + verificado; não preenchido; não aprovado como schema final”. (d) Telemetria de produto especificada e não instrumentada: acquisition_source, campaign_id, install_or_signup, activated_at, first_value_at, paid_at, plan, gross_revenue, refund, variable_ai_cost, cancelled_at, renewed_at, last_value_event_at; coortes W1/W2/W4/W8; janelas LTV_30/60/90/180/365. (e) Observabilidade editorial: Vercel Web Analytics + Speed Insights, com decisão RC-054 de priorizar métricas agregadas em vez de identificação individual.",fato_interno,alta,TRANSVERSAL,"['DOC-C07-007', 'DOC-C07-009', 'DOC-C07-005', 'DOC-C07-006', 'DOC-C02-017']","DOC-C07-007 (cabeçalho do JSON): “format: csv · file_name: base_evidencias_tdah_adulto_WAREHOUSE.csv · sha256: 57f2a1015cf04e67fba04178e038f8d31f617d6e0ec050711280c8b048cffdbf · size_bytes: 129719 · columns: 30 · row_count: 240”. | DOC-C07-009 (status): “canonical: Google Drive / Supabase-2026-TDHA · schema_version: DATA-SCHEMA-002 / base 1.1”; (Estado atual): “31 sources · 248 RAW · 116 knowledge · 161 evidence candidates · 0 strict verified · 22 decisões operacionais.” | DOC-C07-006: “estado_documental: existente + registrado + verificado; não preenchido; não aprovado como schema final”. | DOC-C02-017 (OBSERVABILIDADE): “Vercel Web Analytics + Speed Insights”; RC-054: “Inicialmente priorizar métricas agregadas, não identificação…”.","O warehouse cobre evidência científica, não dados de produto: são 0 registros strict VERIFIED e nenhum evento de telemetria do app foi coletado — a lista de required_events é especificação, não dado.","Instrumentar os 13 required_events antes do lançamento, para que CAC, LTV e PMF possam migrar de modelo para observação."
1,NEGÓCIO & GTM,1.15,Cadência financeira recorrente,enriquecido_via_plugin,lacuna,,fato_interno,alta,TRANSVERSAL,"['DOC-C04-001', 'DOC-C06-001', 'DOC-C07-009', 'DOC-C07-010']","Busca por “DRE”, “P&L”, “demonstrativo de resultado”, “variância”, “fluxo de caixa” e “MRR” em todo o corpus retorna apenas: DOC-C04-001 (Cronograma.md), que só lista o nome do campo “1.15 | Cadência financeira recorrente (P&L/variância) | 🔌 finance/financial-statements, variance-analysis”, e ocorrências em outro sentido (variância estatística, gates operacionais). Existe cadência OPERACIONAL detalhada — DOC-C06-001 define templates diário e semanal, WEEK-01/WEEK-02, gates G0–G9, DoD diário e somatório de horas por value stream — mas nenhuma cadência FINANCEIRA: não há fechamento mensal, revisão de receita e custo, nem análise de variância orçado × realizado.","Falta a rotina financeira recorrente: quem fecha, com que periodicidade, contra qual orçamento e em qual artefato. O dado estaria num P&L/planilha financeira mensal ou num runbook de fechamento — inexistentes no corpus.","Instituir um fechamento mensal simples (receita por canal, custo fixo, custo variável de IA/infra, margem) assim que houver a primeira venda; hoje não há receita registrada que justifique análise de variância."
1,NEGÓCIO & GTM,1.16,Pipeline e forecast de vendas,enriquecido_via_plugin,parcial,"Há pipeline definido para ECO-07 (Estúdio) e nenhum forecast quantificado em nenhuma unidade. Pipeline do Estúdio: “Conteúdo → problema reconhecido → showroom demonstra solução concreta → formulário visual de 5 min → seleção de fit → D1 entender + cocriar → D2–D3 estruturar + construir → D4 demonstrar protótipo → D5 Studio + teste assíncrono → D6 implementar + onboarding → D7 validar → 10/20/30 manutenção → caso + evidência → novo projeto / indicação / expansão”. Capacidade declarada: 1 cliente por semana, 1 projeto, 1 entrega principal, 7 dias. Escada comercial que funciona como estágio de pipeline: Piloto 01–03 a R$0 (para construir processo, métricas e portfólio) → Founding 04–06 a R$700 (primeiros clientes pagantes) → Regular Workflow a partir de R$1.490, Automação/Agente a partir de R$1.990, App/Sistema a partir de R$2.490. A qualificação é capturada no FORM-001, que inclui “prazo desejado” e “faixa de investimento” (Até R$1.500 · R$1.500–2.500 · R$2.500–5.000 · Ainda não sei), além da tabela de fit “É para / Não é para”.",decisao,media,ECO-07 (pipeline definido); forecast ausente em todas as unidades,"['DOC-C05-001', 'DOC-C12-003', 'DOC-C09-006', 'DOC-C11-010']",DOC-C05-001 (Cadeia única de valor final): “Conteúdo ↓ problema reconhecido ↓ showroom demonstra solução concreta ↓ formulário visual de 5 min ↓ seleção de fit ↓ D1 · entender + cocriar […] ↓ caso + evidência ↓ novo projeto / indicação / expansão.” (Escada recomendada): “Piloto 01–03 · R$0; Founding 04–06 · R$700; Regular Workflow · desde R$1.490; Regular Automação/Agente · desde R$1.990; Regular App/Sistema · desde R$2.490.” | DOC-C09-006 (Modelo): “1 cliente por semana · 1 projeto · 1 entrega principal · 7 dias.” | DOC-C12-003: “10 · Faixa de investimento imaginada: Até R$1.500 · R$1.500–2.500 · R$2.500–5.000 · Ainda não sei.”,"Falta o forecast: não há número esperado de leads, taxa de conversão por estágio, ticket médio projetado nem receita prevista por mês. E não há pipeline algum para ECO-01 (assinaturas) nem ECO-05 (infoprodutos). O dado estaria num CRM ou planilha de forecast — inexistentes no corpus.","Instrumentar o FORM-001 para contar leads por estágio a partir de 07/09 e só então projetar conversão, dado que a capacidade está travada em 1 cliente por semana."
2,PRODUTO,2.1,Nome do produto/feature,formulario_original,preenchido,"Nomes canônicos por unidade. ECO-01 — produto: EXECUTAR (grafado “Executar”), com três features de destaque: Feature 01 Agente 007 / Autogestão adaptativa; Feature 02 Scanner / QR / Atalhos; Feature 03 Mapa-OS / Analógico / Prisma. No código, a identidade unificada chama-se “tokens exec.*” e as rotas entregues são /scanner e /mapa-os (formatos ?format=prisma, A4 retrato, e ?format=tripe, A4 paisagem). ECO-07: “Executar Studio”, com três famílias — 01 Processos & Workflows, 02 Automações & Agentes, 03 Apps & Sistemas de Trabalho. ECO-02/ECO-03: marca editorial “Risco Cognitivo” (publicação riscocognitivo.org, canais @riscocognitivo) e framework técnico provisório “Cognitive Execution Risk Management — CERM”. ECO-05: curso “Gerenciando o TDAH Adulto” (I0) e e-books I1 “Aplicando o TDAH Adulto — Tutorial Prático”, I2 “TDAH Risk Management na Prática”, I3 “Gerenciando o TDAH Adulto / 360”. ECO-04: P0 “Executar Office Kit” (hero product), P1 “Executar Neurobook”, P2 “Timer 45”, P3 “Kit de Organização Física”. ECO-02: “Biblioteca Executar”.",fato_interno,alta,TRANSVERSAL — nomes distintos por unidade,"['DOC-C05-001', 'DOC-C04-002', 'DOC-C09-004', 'DOC-C09-011', 'DOC-C09-013', 'DOC-C09-008', 'DOC-C01-006', 'DOC-C02-016']","DOC-C05-001: “Feature 01 — Agente 007 / Autogestão adaptativa”, “Feature 02 — Scanner / QR / Atalhos”, “Feature 03 — Mapa-OS / Analógico / Prisma”; Master Index dos infoprodutos I0–I4; Master Index — Produtos Físicos P0–P4. | DOC-C04-002: “PR #77 — feat(design-system): identidade única de tokens exec.*”; rotas “apps/app/app/(authenticated)/scanner/” e “/mapa-os?format=prisma (padrão, A4 retrato) e /mapa-os?format=tripe (A4 paisagem)”. | DOC-C01-006: “Risco Cognitivo → é a marca editorial; riscocognitivo.org → é a publicação/site; @riscocognitivo → são os canais da publicação.” | DOC-C02-016: “TÍTULO: Cognitive Execution Risk Management — v0.1”, com guardrail “Não reivindicar criação de ‘Cognitive Risk Management’”.",,
2,PRODUTO,2.2,Contexto do PRD,formulario_original,parcial,"Não existe PRD no corpus. O que existe é a base que antecede e alimenta um PRD, mais referências a PRDs que estão fora do conjunto documental. (a) Base: DATA-ADHD-PM-001 — “Matriz paralela Gestão de Projetos → exigência humana → vulnerabilidade associada ao TDAH → impacto operacional → compensação sistêmica → decisão de produto”, versão 1.0, de 19/08/2026, owner “Não determinado”, com o Next 01 explícito de “transformar a matriz em requisitos funcionais e princípios de design verificáveis”. (b) 22 decisões operacionais governadas (PROD-01…PROD-15 mais ICP-01, POSITION-01, PRICE-01, CAC-01, PMF-01, EFFICACY-01 e CLAIM-01), que funcionam como o contexto decisório que um PRD consumiria. (c) Referências a artefatos ausentes: DOC-C04-002 cita “PRD-006/UX-004” como critério de UX do Scanner e “OQ-008 do FRD original do Scanner” — nem o PRD-006 nem o FRD constam do inventário de 214 arquivos.",fato_interno,media,ECO-01,"['DOC-C07-010', 'DOC-C07-009', 'DOC-C04-002', 'DOC-C07-002']","DOC-C07-010: “ID DATA-ADHD-PM-001 · Tipo Pesquisa — Matriz de evidências e implicações de produto · Owner Não determinado · Versão 1.0 · Data 19/08/2026”; “Next 01 Transformar a matriz abaixo em requisitos funcionais e princípios de design verificáveis.” | DOC-C04-002: “Câmera compacta por padrão (PRD-006/UX-004: velocidade de captura antes de prévia grande)” e “Offline (OQ-008 do FRD original do Scanner) segue fora de escopo, nunca implementado.”","Falta o PRD propriamente dito. Os documentos citam PRD-006 e um FRD do Scanner que não estão entre os 214 arquivos — provavelmente vivem no repositório Sas-Executar/Sas-Executar ou no Drive, não no conjunto entregue.","Localizar PRD-006 e o FRD do Scanner no repositório/Drive e incorporá-los ao registro documental, ou declará-los inexistentes e escrever o PRD a partir de DATA-ADHD-PM-001."
2,PRODUTO,2.3,Objetivos (goals),formulario_original,preenchido,"Objetivos por unidade. ECO-01 App: “transferir carga executiva evitável do operador para o sistema, preservando decisão e autonomia do usuário”; e “criar uma situação em que a execução do que foi planejado aconteça com o mínimo possível de carga administrativa e cognitiva”. ECO-03 Framework: “Investigar riscos cognitivos endógenos como vulnerabilidades capazes de aumentar a probabilidade de desvio entre intenção e execução”, com cinco componentes provisórios — Cognitive Risk Profile, Cognitive Demand Map, Cognitive Risk Register, Compensating Controls e Execution Evidence. ECO-02 Blog: “Publicar o artigo fundador e iniciar a campanha inaugural de 14 dias sem transformar a campanha em lançamento de produto”; objetivo SMART: “lançar Risco Cognitivo e validar interesse pela tese”. GTM 07/09 (transversal): 60h comprometidas + 12h de reserva em 12 dias produtivos (83% da capacidade), com tudo “produzido, integrado, configurado e agendado” até 05/09. ECO-05 Curso: quatro módulos Entender → Estruturar → Executar → Evoluir. ECO-02 site/CMS: autonomia editorial total, sem tocar em código.",decisao,alta,TRANSVERSAL — objetivos distintos por unidade,"['DOC-C07-002', 'DOC-C02-016', 'DOC-C02-014', 'DOC-C06-001', 'DOC-C09-013', 'DOC-C02-017']","DOC-C07-002 (Tese operacional): “transferir carga executiva evitável do operador para o sistema, preservando decisão e autonomia do usuário.” | DOC-C02-016 (PROPOSIÇÃO): “Investigar riscos cognitivos endógenos como vulnerabilidades capazes de aumentar a probabilidade de desvio entre intenção e execução”; COMPONENTES PROVISÓRIOS 1–5. | DOC-C02-014 (OBJETIVO): “Publicar o artigo fundador e iniciar a campanha inaugural de 14 dias sem transformar a campanha em lançamento de produto.” | DOC-C06-001: “recomendação: 60h comprometidas + 12h de reserva (83% da capacidade)”. | DOC-C09-013: “4 módulos: Entender → Estruturar → Executar → Evoluir.”",,
2,PRODUTO,2.4,Não-objetivos (non-goals),formulario_original,preenchido,"Não-objetivos explícitos e abundantes, por unidade. ECO-01: PROD-14 — “Bloquear usos do produto como diagnóstico, substituição profissional ou inferência clínica a partir de desempenho em tarefas”; CLAIM-01 proíbe “Reduz sintomas de TDAH”, “Melhora função executiva clinicamente”, “Trata TDAH”, “Diagnostica ou identifica TDAH”, “Substitui terapia, tratamento ou medicação” e “Cientificamente comprovado para TDAH”; POSITION-01 — “não como tratamento de TDAH”; EFFICACY-01 — “não iniciar com claim de redução de sintomas”. No código: “Offline (OQ-008) segue fora de escopo, nunca implementado”; e o primitivo concluirPorGestoHumano é “reservado DELIBERADAMENTE só para gesto humano direto — o Copiloto/IA continua passando por executarFerramenta”. Duas explorações de design foram registradas e deliberadamente NÃO adotadas: “Fractal Fluent” e “3PN + Good Path”. ECO-02: “O artigo não termina vendendo EXECUTAR”; “O CTA do D14 não deve vender EXECUTAR na campanha inaugural.” ECO-03: “Não reivindicar criação de ‘Cognitive Risk Management’”; não afirmar que “déficit de atenção” é termo abolido; não afirmar que pessoas neurotípicas não possuem riscos cognitivos. ECO-04: “Roupas — fora do escopo atual […] Não lançar agora”; “Não imobilizar estoque relevante antes de validar intenção.” ECO-07: tabela “Não é para” (quem busca tratamento de saúde, quem quer só uma dica rápida, projeto sem dono, escopo indefinido, grande transformação corporativa em sete dias); e “Eu não publicaria ‘consulta sem limite de tempo’ literalmente.” GTM 07/09: “Não é: Editar landing · Terminar vídeo · Produzir post · Cadastrar produto.”",decisao,alta,TRANSVERSAL,"['DOC-C07-009', 'DOC-C04-002', 'DOC-C02-043', 'DOC-C02-014', 'DOC-C02-016', 'DOC-C09-008', 'DOC-C05-001', 'DOC-C06-001']","DOC-C07-009 (PROD-14): “Bloquear usos do produto como diagnóstico, substituição profissional ou inferência clínica a partir de desempenho em tarefas”; (claims_policy.prohibited_now): lista literal dos seis claims. | DOC-C04-002 (item 4e): “Offline (OQ-008 do FRD original do Scanner) segue fora de escopo, nunca implementado.”; e “Duas explorações de design JÁ REGISTRADAS no ecossistema e DELIBERADAMENTE NÃO ADOTADAS aqui”. | DOC-C02-043: “O artigo não termina vendendo EXECUTAR.” | DOC-C02-016 (GUARDRAIL): “Não reivindicar criação de ‘Cognitive Risk Management’.” | DOC-C09-008 (Regra): “Não imobilizar estoque relevante antes de validar intenção.” | DOC-C06-001 (07/09): “Não é: Editar landing · Terminar vídeo · Produzir post · Cadastrar produto. Se isso estiver acontecendo em 07/09, o Freeze falhou.”",,
2,PRODUTO,2.5,Requisitos funcionais (FRD),formulario_original,preenchido,"Requisitos funcionais existem em dois níveis. (a) Componentes sistêmicos derivados da compensação (DOC-C05-001, item 16): “memória externa persistente, decomposição assistida, motor de prioridade, próxima ação, contexto persistente, throughput observado, sistema temporal, grafo de dependências, progresso automático, DoD e retomada de estado”; automações (item 18): “recalcular prioridades, filtrar elegibilidade, preservar contexto, atualizar progresso e selecionar a próxima ação”. Regras do motor: dependências, tempo, WIP e ciclo definem elegibilidade; Flow Score e Context Score ordenam as alternativas válidas; Progress Points registram somente trabalho efetivamente concluído. (b) Requisitos já implementados e verificáveis (DOC-C04-002): rota /scanner com reconhecimento de forma, sem QR, dos cinco símbolos administrativos entrada | copiloto | seletor | feito | saída; resolverPayloadScanner(payload); idempotencyKeyScanner com bucket de 10s contra duplo-scan acidental; Undo com janela de 8s restaurando o EstadoOperacional anterior via expectedRevision (concorrência otimista); rota /mapa-os com projetarMapaOS — projeção pura, “nenhum estado novo” — nos formatos prisma (A4 retrato) e tripé (A4 paisagem); primitivo concluirPorGestoHumano, que ignora requireDod, requireEvidence, requireHumanApproval e requireVerification mesmo sob POLITICA_CONCLUSAO_PADRAO, mas apenas para gesto humano direto e mantendo registro auditável no event log; toda mutação oficial passa por executarFerramenta, com idempotência e replay via run-ledger. (c) Requisitos de UX derivados das decisões PROD-05 e PROD-09…PROD-13: uma única próxima ação principal explícita; nos primeiros segundos mostrar estado atual, resultado necessário e próxima ação; persistir contexto e posição de execução para retomada; interromper apenas por evento crítico; exigir confirmação só em ações irreversíveis.",fato_interno,alta,ECO-01,"['DOC-C04-002', 'DOC-C05-001', 'DOC-C07-009', 'DOC-C11-006', 'DOC-C11-004']","DOC-C04-002: “idempotencyKeyScanner(organizationId, acao, alvo, nowMs) → bucket de 10s, evita duplo-scan acidental”; “Undo: janela de 8s, restaura o EstadoOperacional anterior via o mesmo endpoint de salvar estado com expectedRevision”; “concluirPorGestoHumano(tasks, state, taskId, nota) — Ignora TODAS as flags de PoliticaConclusao […] Reservado DELIBERADAMENTE só para gesto humano direto”. | DOC-C05-001 (item 16 Componentes sistêmicos): lista literal dos onze componentes. | DOC-C07-009 (PROD-09): “A interface deve tornar explícita uma única próxima ação principal e esconder complexidade secundária até ser necessária.”","Não há FRD consolidado: os requisitos estão distribuídos entre handoff técnico, workbook e decisões. O Scanner mobile (Expo) só é validável em device físico e não foi testado além de typecheck/build.",Consolidar os requisitos dispersos num FRD único e validar o Scanner mobile em device físico antes do lançamento.
2,PRODUTO,2.6,Critérios de aceite,formulario_original,preenchido,"Critérios de aceite existem em cinco camadas. (a) DoD editorial do GTM: “texto aprovado + assets presentes + CTA funcional + brinde funcional + CMS carregado + SEO preenchido + links testados + publicação/agendamento confirmado + evidência registrada”, sobre a cadeia de pacote “conteúdo → assets → CTA → brinde → destino → CMS → distribuição → agendamento → tracking → evidência = DONE”. (b) Critérios de lançamento de 05/09 (dez itens): páginas críticas abrem em celular e computador; todas as chamadas chegam ao destino correto; formulários recebem respostas; ofertas digitais estão cadastradas; ligações de afiliado estão identificadas; peças editoriais publicadas ou agendadas; demonstrações acessíveis; materiais para redes agendados; medição básica funcionando; não existe entrega crítica aguardando produção. (c) DoD técnico verificado: typecheck limpo, bun run check limpo, 51/51 testes vitest, 347/347 testes de governança e 3/3 checks de CI verdes por PR. (d) DoD do site/CMS: “Abrir /admin → criar artigo → escrever/colar → categorizar → inserir imagem → preencher SEO → ver palavras/parágrafos → preview → publicar, sem editar código.” (e) Critério de conclusão do ECO-02: “Artigo 1.200–1.800 palavras publicado, landing disponível, CTA editorial funcionando e cronograma D1–D14 iniciado.” Princípio de produto que rege todos: “DONE deve ser uma transição verificável, não uma sensação de conclusão.”",fato_interno,alta,TRANSVERSAL,"['DOC-C06-001', 'DOC-C08-007', 'DOC-C04-002', 'DOC-C02-017', 'DOC-C02-014', 'DOC-C07-002', 'DOC-C10-010', 'DOC-C10-018', 'DOC-C10-026']","DOC-C06-001: “Definition of Done editorial: texto aprovado + assets presentes + CTA funcional + brinde funcional + CMS carregado + SEO preenchido + links testados + publicação/agendamento confirmado + evidência registrada.” | DOC-C08-007: lista literal dos dez critérios de congelamento de 05/09. | DOC-C04-002: “bun run --filter=app test (vitest) → 51/51 passando”; “node --test tests/ondas/*.test.mjs (governança) → 347/347 passando”. | DOC-C02-017 (DEFINITION OF DONE): “Abrir /admin → criar artigo → […] → publicar, sem editar código.” | DOC-C07-002 (GP-10, decisão de produto): “DONE deve ser uma transição verificável, não uma sensação de conclusão.” | DOC-C10-010/018/026: “Concluído quando: A peça está publicada ou programada, com materiais, chamada, destino e evidência registrados.”",,
2,PRODUTO,2.7,Persona principal,formulario_original,parcial,"Não há artefato de persona (nome, cenário, objetivos, frustrações) em nenhum documento. O que existe são duas descrições de ICP em conflito — as mesmas do campo 1.2 — acrescidas de perspectivas em primeira pessoa que funcionam como matéria-prima de persona. Versão A (DOC-C05-001): “Homens, adultos, neurodivergentes, autônomos, na faixa dos 25–35 anos, recém-diagnosticados, que gerenciam múltiplos processos e projetos ao mesmo tempo […] já utilizaram e abandonaram outros aplicativos por não manterem o uso e rejeitam alta complexidade de configuração.” Versão B (DOC-C07-009, ICP-01): “profissional independente/solo brasileiro, aproximadamente 25–44 anos, multiprojeto, que perde contexto, tem dificuldade recorrente para escolher próxima ação, já tentou ferramentas de produtividade e controla/influencia a própria compra”, sem exigir diagnóstico. Persona do ECO-07 documentada em separado: “profissionais solo, autônomos e pequenos negócios com trabalho, informação, clientes e projetos dispersos”, com tabela “É para / Não é para”.",hipotese,media,ECO-01 (com persona própria em ECO-07),"['DOC-C05-001', 'DOC-C07-009', 'DOC-C12-003']","DOC-C05-001 (Corpo, linha Público): texto integral da versão A, com a perspectiva do usuário “Quero começar o dia, semana, mês de trabalho executando as tarefas sem, ao mesmo tempo, me preocupar com a ordem e controle da progressão.” | DOC-C07-009 (ICP comercial a testar): texto integral da versão B, com “Decisão ICP-01: testar comportamento e problema primeiro; diagnóstico não define o ICP comercial inicial.” | DOC-C12-003: dez perguntas do formulário de entrada do Estúdio, que operacionalizam o perfil (como trabalha hoje, principal atrito, ferramentas atuais, dificuldade de retomada, relação com papel/físico).","Falta a persona formalizada, e falta resolver o conflito de ICP (faixa etária 25–35 × 25–44, gênero, papel do diagnóstico). O artefato estaria num documento de pesquisa de usuário/persona — inexistente; e a própria decisão ICP-01 tem status DECIDED_FOR_TEST, isto é, hipótese a validar em recrutamento.","Resolver o conflito de ICP e escrever uma persona única derivada da versão vencedora; ICP-01 já prevê “recrutar ICP comportamental e medir ativação, recorrência, pagamento e retenção”."
